Feature1,Feature2,Label
5.603391593439836,-5.55709563583995,1
-9.938594688698082,-3.509150395013007,0
-6.921434915035636,-0.048800483063405786,2
-9.55569816067805,-1.0416951667708734,0
-10.441010787933084,-1.0639132896074095,0
5.201306342416702,-6.982628496228649,1
4.726540156913249,-6.702306575612057,1
-6.208783599012171,-1.3299523539669142,2
-9.740599308660109,-1.572875720451577,0
5.0384759059612305,-6.219559728775949,1
-9.822284105934255,-1.989015119723365,0
-9.073067128838783,-0.7718522092561286,0
-9.993580573295029,-0.29381633421772646,0
-8.318158878546619,-0.8981252434078454,0
-9.320926872226698,-2.8639153805000808,0
-5.770092484075771,-1.698492572212583,2
-10.446031587984766,-0.12732227149260733,0
-7.043925052331752,-0.0747501896862357,2
4.884050903051231,-8.621685732730818,1
-9.8276588788653,-1.5938047182034825,0
-5.20536914793151,-1.3961422526398533,2
-5.19922281271908,-1.5223207999375385,2
6.286736866940913,-7.083721899420407,1
-9.45326628832036,-1.6150359010776727,0
-9.156592136130545,-1.8857257453395468,0
-3.921985599500684,0.11576398187368553,2
-6.992612907820539,-1.1249766944025779,2
7.722441901000325,-7.973249148620462,1
-6.622863651272208,0.09933677734813484,2
3.4522923284020135,-8.034745835169339,1
-5.386996104169782,-1.151499724649864,2
-6.775750586020864,-1.670199144396177,2
-6.080634791897261,1.0110047339178418,2
-7.330562024637605,-1.136736010387615,2
5.339892810409554,-8.323397662820684,1
-10.448431849262267,-0.5965026013264347,0
-11.317230127369141,-2.5739655066557052,0
-7.150475633921393,-0.8039996108089235,2
-5.683132066346868,-1.9106415939484513,2
7.088873639221745,-7.238139524463193,1
-9.60890448292598,-1.1832058979917774,0
4.525908586065451,-3.8856112959555085,1
7.031570478193827,-6.081860914195928,1
5.657950920200508,-6.317868618430909,1
-4.817145481484894,0.9279494006184779,2
-6.524476498009189,-1.9023474407606686,2
-9.846638558424372,-1.3655017820019446,0
3.2027543927345996,-7.499673901249062,1
5.648955796832531,-6.827310453127975,1
-9.2182601870449,-2.3667041927640473,0
6.641068763205816,-8.3036184399998,1
6.190112129729082,-6.029422442338978,1
4.9236406493228,-6.301440949263351,1
6.808994426821785,-7.858338034807058,1
-6.630608997165822,-0.684644902232718,2
-6.356284463756465,-0.5949129389772091,2
7.7846554092438485,-7.150050372547792,1
-6.268332789875758,-0.6673506142651502,2
6.378897209321481,-9.350168140620426,1
4.932175809915766,-6.527710979780602,1
4.989595345101246,-6.343095327909847,1
-4.581980395023258,-1.2974549017116777,2
-5.507222315350223,-0.3692303894983717,2
-4.500976775559374,-0.9988153010368106,2
7.536185510256239,-7.740840563609441,1
-5.212310348476952,-0.19290608932668152,2
-11.524509512175834,-0.49929846066738165,0
-5.551045265474771,0.1601767625113768,2
-6.586814113206312,-1.3670549547265618,2
-8.677270804222292,-0.5205470888803805,0
-9.617543060963609,-0.5757412275701201,0
-10.491167776712665,-2.269358791995751,0
5.718248883954186,-6.4440932169787875,1
-6.125892941005055,-0.8827677697729334,2
-6.891148838183777,-0.5597062136921306,2
-5.803808826890719,-2.591228132004178,2
-9.99729964338204,-1.1017130232935548,0
5.874303568526879,-9.262034869189016,1
-2.502938765365453,-2.3667653327611764,2
-3.653920861180698,-0.5884465428531936,2
5.567996767670365,-7.301230107612224,1
-9.48789069056343,-0.926866910477785,0
-9.92086034800828,0.6160765484637165,0
-5.80745934734776,-1.6382125595391819,2
-9.329578934426875,0.7721709642855863,0
-5.232552008735008,-0.5848794001638814,2
-9.173842446253442,-0.09046029461285998,0
-6.293922477118953,-1.1104280512684535,2
-9.481843257200147,-0.9635654080994006,0
-4.225526000824589,-1.047263357667849,2
