Feature1,Feature2,Label
-0.728563329108419,-0.7994106768864224,0
-0.7730452360021257,0.6071333797545712,0
-0.22947934257553204,0.9479843065519996,0
-0.6435882328866633,-0.7314648583442592,0
-0.25578835666352284,0.7196288762533392,1
-0.11340491905151302,0.9328605760388129,0
-0.7272850556155157,0.33130143551775315,1
0.6457086624955972,0.4992401386091363,1
-0.6199271527228971,0.49195404973394885,1
-0.6400277823688559,-0.3640753211695339,1
-0.8059803965306854,-0.5592170553298379,0
0.5302605104230178,-0.5670199910586838,1
0.34236640920096983,-0.9661992176838747,0
-0.8047704876442924,0.03384994189845484,1
-0.013022662173189632,0.9273346552035348,0
0.6343424909770383,-0.6125201116259679,1
-0.6510111083733975,0.3867469712711679,1
-1.0077769805575574,0.23826854239571277,0
-0.6400946767371679,0.48295077924187524,1
0.527564691207392,-0.8971937004260663,0
0.6778750311094114,-0.3848115667378801,1
-0.7898774060370959,0.1127839008539864,1
-0.7204696378370705,-0.315925565034375,1
-0.29289937358704354,0.6724483716947572,1
0.9421287937576629,0.3517922158243747,0
-0.7260068493915371,-0.6546861557488239,0
-0.5539549682931897,0.7767923179606401,0
-0.7667321879776199,0.030704246129361658,1
0.3534640655083009,0.960567379097093,0
-0.7430886523110631,0.169896801464872,1
-0.8566993940183992,0.5491396107604379,0
-0.31595982458093025,-0.9179702629270383,0
-0.7609733252271236,-0.6205303728206247,0
0.8148994094691066,0.22009431567687424,1
-0.9455753206270866,0.2936256311403328,0
-0.32689108583130483,-0.9946424961955973,0
0.6886737222780202,0.3580879279921665,1
-0.1317227855079872,-1.018458287517205,0
0.6538412365168462,-0.7474905133797027,0
-0.12077151735450987,-0.9711692647518195,0
0.9871257362924286,-0.09776499229898368,0
-0.03107510072821986,0.7808675423948188,1
-0.7838732573515379,-0.054707160854852194,1
-0.4861877278596233,0.5895794380050012,1
0.02938677227925873,-0.8344619551058944,1
0.7122556790427612,-0.2909703020259443,1
-0.6149978171179976,-0.46151008836496593,1
0.6364660435560768,-0.5028092706206782,1
-0.7444418227267107,-0.5936412964078852,0
0.3252855233330198,0.7521305204255067,1
0.6765427258083941,0.2617194815229982,1
-0.9991509521979255,-0.21473966427019167,0
-0.9781255743067756,-0.18648442087781603,0
0.7854691790644459,0.6832668401222088,0
-0.9585959998844115,-0.0696515478323229,0
-0.6944527511637767,0.44839203555740825,1
0.6958220172348115,-0.39890620498011253,1
0.9380358569041588,-0.2545180079386312,0
0.594328633965441,-0.5386634046587158,1
-0.5829541942251342,-0.8129158955019496,0
-0.0722551669140671,-1.035572512629933,0
0.8617493398070424,-0.2851463112980251,0
0.037697767849140654,0.7843269937884448,1
0.9834733953464389,0.40523770233922196,0
-0.7787443473592771,-0.2581421415255585,1
0.8769494467929614,-0.428274891656,0
0.518658085870912,0.5507162274633122,1
0.5842412185868191,0.8161593055639472,0
0.7294353057180623,-0.514643942633414,1
-0.5099380274236078,-0.8633582082649479,0
-0.41120507135424184,0.6854015545971898,1
0.1086457602803865,0.7873346336708154,1
0.062251813567673266,-0.7797427052796733,1
0.7098155961711327,-0.5733476374425911,1
0.7679127395518391,-0.07517865981177496,1
-0.7274875525665664,-0.34200035640454146,1
0.7474557819674063,-0.28522409054049835,1
0.8386888052690427,0.037805774567369776,1
0.46963074324321663,-0.5503602611648208,1
0.9786612359366391,-0.1174012570196859,0
0.6889335351395376,-0.4208567598332869,1
-0.7516319851015153,0.1979730147641759,1
0.7522892944008314,0.23889633615567338,1
-0.4602097398085025,-0.9180728957244725,0
-0.14331348558113283,0.8035278015271154,1
-0.5719167411625985,0.5110714379950775,1
0.5740537402222672,-0.9174477304222172,0
0.6598177313994155,0.6352356771509761,0
0.3774354212445458,0.687515596681321,1
-0.7417717081255917,-0.6915878722143824,0
-0.9832875178656028,-0.2285227229338562,0
-0.9158390354804633,0.09352152441842046,0
0.7484894469188764,-0.7412869749596573,0
0.4954041486590646,-0.6448370038347042,1
0.8936996452689431,-0.3781136880376287,0
-0.8961603303372558,-0.1598603994258501,0
0.6490165222237424,-0.5299800973282164,1
-0.5807797338193642,-0.5182572349742522,1
0.9878739024590768,0.04093208890710426,0
1.0264619350033004,0.1694848361926801,0
-0.6246636101442348,-0.5770081535476675,1
0.7926994225939483,-0.6037087246728841,0
-0.9494904534267536,0.04607086223924359,0
-0.57210548442981,0.47757364041418077,1
-0.05157652368609317,-0.8466258716343672,1
-0.959840605825037,-0.06036252810449824,0
0.009764742025206167,1.0680035141836612,0
0.47812641319491883,0.8160963402100397,0
0.5738051165836648,0.5335922194057452,1
-0.588717238883207,0.7811822279266282,0
0.8806698023030041,0.40756314174588426,0
0.3423944314755564,-0.7232217727548491,1
0.7688169394147614,0.3173582028396707,1
0.8031363075714828,-0.6593378297523685,0
-0.89436386561398,0.5014813715271305,0
-0.22079193063080868,-0.9396476534877366,0
-0.9905924786916983,0.2451455477568751,0
0.4465940636598512,-0.6268427251855332,1
0.7483272011465764,0.6126776990223511,0
0.8342321213304186,-0.4605113211869032,0
0.8421329141777573,0.5300343065037415,0
-0.3656403182100842,0.6498427803523301,1
-1.0181812210598165,-0.1627830027081196,0
-0.7994068257812563,0.7018808978769165,0
-0.568223906606274,-0.810080495650053,0
0.7372952101130348,0.30859616980340493,1
0.6109754905462091,-0.7661974390227007,0
0.9593639735591589,-0.5332605327603794,0
-0.8897096914492285,0.41246479117098583,0
0.6857302187575898,-0.6986800825734505,0
-0.7081261690783542,0.3170486181886845,1
0.3879800192879923,0.7279760897773494,1
0.13501682310081656,-0.7637157088443064,1
1.0265366317551536,-0.16806326729692822,0
-0.8270754795590942,-0.4957066866872723,0
0.15849073322508225,0.7439301063093116,1
-0.9343927909588851,-0.32931030025845476,0
1.0041321074963938,0.3509577480265518,0
-0.34383363653317267,0.9326955775076755,0
0.6860676498213918,0.6443322444998131,0
-0.8807079595623027,0.3334252827000463,0
0.9227663714462201,-0.28107340331953984,0
0.42067409396811967,0.6661821491109704,1
-0.19832843747521417,0.745990571050726,1
0.652463070065308,-0.6658637766512983,0
0.530456126213108,0.6150200116759033,1
-0.29848795434186454,-0.7664578796368249,1
0.1190382091890548,1.012196382362553,0
0.7928810293186445,0.01731261376261976,1
0.8774066931082571,-0.5070683062664513,0
0.8519136035336728,-0.497968540584681,0
